id,category,name,price,image,options,description,isAvailable
77,❤️ 💔 💌 💕 💞 💓 💗 💖 💘 💝 💟 💜 💛 💚 💙,Œ„´‰ˇÁ¨ˆØ∏”’,387498014,̗̺͖̹̯͓Ṯ̤͍̥͇͈h̲́e͏͓̼̗̙̼̣͔ ͇̜̱̠͓͍ͅN͕͠e̗̱z̘̝̜̺͙p̤̺̹͍̯͚e̠̻̠͜r̨̤͍̺̖͔̖̖d̠̟̭̬̝͟i̦͖̩͓͔̤a̠̗̬͉̙n͚͜ ̻̞̰͚ͅh̵͉i̳̞v̢͇ḙ͎͟-҉̭̩̼͔m̤̭̫i͕͇̝̦n̗͙ḍ̟ ̯̲͕͞ǫ̟̯̰̲͙̻̝f ̪̰̰̗̖̭̘͘c̦͍̲̞͍̩̙ḥ͚a̮͎̟̙͜ơ̩̹͎s̤.̝̝ ҉Z̡̖̜͖̰̣͉̜a͖̰͙̬͡l̲̫̳͍̩g̡̟̼̱͚̞̬ͅo̗͜.̟,<img src=x onerror=alert('hi') />,"""",false
78,␣,1'; DROP TABLE users--,3193760771, ,',１２３,false
79,"<>?:""{}|_+",-1.00,6428984085,"""",!@#$%^&*(),0.00,false
80,-1/2,ヽ༼ຈل͜ຈ༽ﾉ ヽ༼ຈل͜ຈ༽ﾉ ,598325825,(╯°□°）╯︵ ┻━┻)  ,null,1E2,true
81,˙ɐnbᴉlɐ ɐuƃɐɯ ǝɹolop ʇǝ ǝɹoqɐl ʇn ʇunpᴉpᴉɔuᴉ ɹodɯǝʇ poɯsnᴉǝ op pǝs 'ʇᴉlǝ ƃuᴉɔsᴉdᴉpɐ ɹnʇǝʇɔǝsuoɔ 'ʇǝɯɐ ʇᴉs ɹolop ɯnsdᴉ ɯǝɹo˥,"ثم نفس سقطت وبالتحديد،, جزيرتي باستخدام أن دنو. إذ هنا؟ الستار وتنصيب كان. أهّل ايطاليا، بريطانيا-فرنسا قد أخذ. سليمان، إتفاقية بين ما, يذكر الحدود أي بعد, معاملة بولندا، الإطلاق عل إيو.",345010703,../../../../../../../../../../../etc/passwd%00,̗̺͖̹̯͓Ṯ̤͍̥͇͈h̲́e͏͓̼̗̙̼̣͔ ͇̜̱̠͓͍ͅN͕͠e̗̱z̘̝̜̺͙p̤̺̹͍̯͚e̠̻̠͜r̨̤͍̺̖͔̖̖d̠̟̭̬̝͟i̦͖̩͓͔̤a̠̗̬͉̙n͚͜ ̻̞̰͚ͅh̵͉i̳̞v̢͇ḙ͎͟-҉̭̩̼͔m̤̭̫i͕͇̝̦n̗͙ḍ̟ ̯̲͕͞ǫ̟̯̰̲͙̻̝f ̪̰̰̗̖̭̘͘c̦͍̲̞͍̩̙ḥ͚a̮͎̟̙͜ơ̩̹͎s̤.̝̝ ҉Z̡̖̜͖̰̣͉̜a͖̰͙̬͡l̲̫̳͍̩g̡̟̼̱͚̞̬ͅo̗͜.̟,/dev/null; touch /tmp/blns.fail ; echo,true
82,"בְּרֵאשִׁית, בָּרָא אֱלֹהִים, אֵת הַשָּׁמַיִם, וְאֵת הָאָרֶץ",<img src=x onerror=alert('hi') />,4028016312,田中さんにあげて下さい,-1.00,̗̺͖̹̯͓Ṯ̤͍̥͇͈h̲́e͏͓̼̗̙̼̣͔ ͇̜̱̠͓͍ͅN͕͠e̗̱z̘̝̜̺͙p̤̺̹͍̯͚e̠̻̠͜r̨̤͍̺̖͔̖̖d̠̟̭̬̝͟i̦͖̩͓͔̤a̠̗̬͉̙n͚͜ ̻̞̰͚ͅh̵͉i̳̞v̢͇ḙ͎͟-҉̭̩̼͔m̤̭̫i͕͇̝̦n̗͙ḍ̟ ̯̲͕͞ǫ̟̯̰̲͙̻̝f ̪̰̰̗̖̭̘͘c̦͍̲̞͍̩̙ḥ͚a̮͎̟̙͜ơ̩̹͎s̤.̝̝ ҉Z̡̖̜͖̰̣͉̜a͖̰͙̬͡l̲̫̳͍̩g̡̟̼̱͚̞̬ͅo̗͜.̟,true
83,<svg><script>0<1>alert('XSS')</script>,NULL,7907757210,0/0,"""",̗̺͖̹̯͓Ṯ̤͍̥͇͈h̲́e͏͓̼̗̙̼̣͔ ͇̜̱̠͓͍ͅN͕͠e̗̱z̘̝̜̺͙p̤̺̹͍̯͚e̠̻̠͜r̨̤͍̺̖͔̖̖d̠̟̭̬̝͟i̦͖̩͓͔̤a̠̗̬͉̙n͚͜ ̻̞̰͚ͅh̵͉i̳̞v̢͇ḙ͎͟-҉̭̩̼͔m̤̭̫i͕͇̝̦n̗͙ḍ̟ ̯̲͕͞ǫ̟̯̰̲͙̻̝f ̪̰̰̗̖̭̘͘c̦͍̲̞͍̩̙ḥ͚a̮͎̟̙͜ơ̩̹͎s̤.̝̝ ҉Z̡̖̜͖̰̣͉̜a͖̰͙̬͡l̲̫̳͍̩g̡̟̼̱͚̞̬ͅo̗͜.̟,true
84,"ثم نفس سقطت وبالتحديد،, جزيرتي باستخدام أن دنو. إذ هنا؟ الستار وتنصيب كان. أهّل ايطاليا، بريطانيا-فرنسا قد أخذ. سليمان، إتفاقية بين ما, يذكر الحدود أي بعد, معاملة بولندا، الإطلاق عل إيو.",test⁠test‫,8526372655,"'""'",😍,社會科學院語學研究所,false
85,åß∂ƒ©˙∆˚¬…æ,Ω≈ç√∫˜µ≤≥÷,7319067955,パーティーへ行かないか,ÅÍÎÏ˝ÓÔÒÚÆ☃,"""",false
86,-1,test⁠test‫,8265871330,"""","בְּרֵאשִׁית, בָּרָא אֱלֹהִים, אֵת הַשָּׁמַיִם, וְאֵת הָאָרֶץ",åß∂ƒ©˙∆˚¬…æ,false
87,œ∑´®†¥¨ˆøπ“‘,1E+02,3547579121,｀ｨ(´∀｀∩,0️⃣ 1️⃣ 2️⃣ 3️⃣ 4️⃣ 5️⃣ 6️⃣ 7️⃣ 8️⃣ 9️⃣ 🔟,1'; DROP TABLE users--,false
88,999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,',163153380,,nil, test ,true
89,../../../../../../../../../../../etc/hosts,null,8500819501,(ﾉಥ益ಥ）ﾉ﻿ ┻━┻,-1E+02,-$1.00,true
90, test ,¡™£¢∞§¶•ªº–≠,1528390511,١٢٣,null,1/0,true
91,!@#$%^&*(),0.00,5112380516,הָיְתָהtestالصفحات التّحول,(｡◕ ∀ ◕｡),パーティーへ行かないか,false
92,・(￣∀￣)・:*:,﻿,86182720,/dev/null; touch /tmp/blns.fail ; echo,｀ｨ(´∀｀∩,NIL,true
93,ヽ༼ຈل͜ຈ༽ﾉ ヽ༼ຈل͜ຈ༽ﾉ ,0/0,4199873950,1;DROP TABLE users,0️⃣ 1️⃣ 2️⃣ 3️⃣ 4️⃣ 5️⃣ 6️⃣ 7️⃣ 8️⃣ 9️⃣ 🔟,⁦test⁧,true
94,̗̺͖̹̯͓Ṯ̤͍̥͇͈h̲́e͏͓̼̗̙̼̣͔ ͇̜̱̠͓͍ͅN͕͠e̗̱z̘̝̜̺͙p̤̺̹͍̯͚e̠̻̠͜r̨̤͍̺̖͔̖̖d̠̟̭̬̝͟i̦͖̩͓͔̤a̠̗̬͉̙n͚͜ ̻̞̰͚ͅh̵͉i̳̞v̢͇ḙ͎͟-҉̭̩̼͔m̤̭̫i͕͇̝̦n̗͙ḍ̟ ̯̲͕͞ǫ̟̯̰̲͙̻̝f ̪̰̰̗̖̭̘͘c̦͍̲̞͍̩̙ḥ͚a̮͎̟̙͜ơ̩̹͎s̤.̝̝ ҉Z̡̖̜͖̰̣͉̜a͖̰͙̬͡l̲̫̳͍̩g̡̟̼̱͚̞̬ͅo̗͜.̟,̡͓̞ͅI̗̘̦͝n͇͇͙v̮̫ok̲̫̙͈i̖͙̭̹̠̞n̡̻̮̣̺g̲͈͙̭͙̬͎ ̰t͔̦h̞̲e̢̤ ͍̬̲͖f̴̘͕̣è͖ẹ̥̩l͖͔͚i͓͚̦͠n͖͍̗͓̳̮g͍ ̨o͚̪͡f̘̣̬ ̖̘͖̟͙̮c҉͔̫͖͓͇͖ͅh̵̤̣͚͔á̗̼͕ͅo̼̣̥s̱͈̺̖̦̻͢.̛̖̞̠̫̰,4585044178,(ﾉಥ益ಥ）ﾉ﻿ ┻━┻,̦H̬̤̗̤͝e͜ ̜̥̝̻͍̟́w̕h̖̯͓o̝͙̖͎̱̮ ҉̺̙̞̟͈W̷̼̭a̺̪͍į͈͕̭͙̯̜t̶̼̮s̘͙͖̕ ̠̫̠B̻͍͙͉̳ͅe̵h̵̬͇̫͙i̹͓̳̳̮͎̫̕n͟d̴̪̜̖ ̰͉̩͇͙̲͞ͅT͖̼͓̪͢h͏͓̮̻e̬̝̟ͅ ̤̹̝W͙̞̝͔͇͝ͅa͏͓͔̹̼̣l̴͔̰̤̟͔ḽ̫.͕,1E2,false
95,⁰⁴⁵₀₁₂,⁦test⁧,1620656897,⁦test⁧,,"""",true
96,1;DROP TABLE users,(｡◕ ∀ ◕｡),1715797689,0.00,̡͓̞ͅI̗̘̦͝n͇͇͙v̮̫ok̲̫̙͈i̖͙̭̹̠̞n̡̻̮̣̺g̲͈͙̭͙̬͎ ̰t͔̦h̞̲e̢̤ ͍̬̲͖f̴̘͕̣è͖ẹ̥̩l͖͔͚i͓͚̦͠n͖͍̗͓̳̮g͍ ̨o͚̪͡f̘̣̬ ̖̘͖̟͙̮c҉͔̫͖͓͇͖ͅh̵̤̣͚͔á̗̼͕ͅo̼̣̥s̱͈̺̖̦̻͢.̛̖̞̠̫̰,｀ｨ(´∀｀∩,false
97,␡,̡͓̞ͅI̗̘̦͝n͇͇͙v̮̫ok̲̫̙͈i̖͙̭̹̠̞n̡̻̮̣̺g̲͈͙̭͙̬͎ ̰t͔̦h̞̲e̢̤ ͍̬̲͖f̴̘͕̣è͖ẹ̥̩l͖͔͚i͓͚̦͠n͖͍̗͓̳̮g͍ ̨o͚̪͡f̘̣̬ ̖̘͖̟͙̮c҉͔̫͖͓͇͖ͅh̵̤̣͚͔á̗̼͕ͅo̼̣̥s̱͈̺̖̦̻͢.̛̖̞̠̫̰,287322105,社會科學院語學研究所,../../../../../../../../../../../etc/hosts,`⁄€‹›ﬁﬂ‡°·‚—±,true
98,⁰⁴⁵₀₁₂,œ∑´®†¥¨ˆøπ“‘,1881511090,パーティーへ行かないか,"'""'", test ,false
99,",./;'[]\-=", ,8748244333,nil,田中さんにあげて下さい,<img src=x onerror=alert('hi') />,false
100,-$1.00,̗̺͖̹̯͓Ṯ̤͍̥͇͈h̲́e͏͓̼̗̙̼̣͔ ͇̜̱̠͓͍ͅN͕͠e̗̱z̘̝̜̺͙p̤̺̹͍̯͚e̠̻̠͜r̨̤͍̺̖͔̖̖d̠̟̭̬̝͟i̦͖̩͓͔̤a̠̗̬͉̙n͚͜ ̻̞̰͚ͅh̵͉i̳̞v̢͇ḙ͎͟-҉̭̩̼͔m̤̭̫i͕͇̝̦n̗͙ḍ̟ ̯̲͕͞ǫ̟̯̰̲͙̻̝f ̪̰̰̗̖̭̘͘c̦͍̲̞͍̩̙ḥ͚a̮͎̟̙͜ơ̩̹͎s̤.̝̝ ҉Z̡̖̜͖̰̣͉̜a͖̰͙̬͡l̲̫̳͍̩g̡̟̼̱͚̞̬ͅo̗͜.̟,196130682,👩🏽,˙ɐnbᴉlɐ ɐuƃɐɯ ǝɹolop ʇǝ ǝɹoqɐl ʇn ʇunpᴉpᴉɔuᴉ ɹodɯǝʇ poɯsnᴉǝ op pǝs 'ʇᴉlǝ ƃuᴉɔsᴉdᴉpɐ ɹnʇǝʇɔǝsuoɔ 'ʇǝɯɐ ʇᴉs ɹolop ɯnsdᴉ ɯǝɹo˥,",。・:*:・゜’( ☻ ω ☻ )。・:*:・゜’",true
101,パーティーへ行かないか,/dev/null; touch /tmp/blns.fail ; echo,2590589897,˙ɐnbᴉlɐ ɐuƃɐɯ ǝɹolop ʇǝ ǝɹoqɐl ʇn ʇunpᴉpᴉɔuᴉ ɹodɯǝʇ poɯsnᴉǝ op pǝs 'ʇᴉlǝ ƃuᴉɔsᴉdᴉpɐ ɹnʇǝʇɔǝsuoɔ 'ʇǝɯɐ ʇᴉs ɹolop ɯnsdᴉ ɯǝɹo˥,1.00,田中さんにあげて下さい,true
102,/dev/null; touch /tmp/blns.fail ; echo,,7015121919,"""'""'""''''""",​,👩🏽,true
103,(｡◕ ∀ ◕｡),',5417460923,Ṱ̺̺̕o͞ ̷i̲̬͇̪͙n̝̗͕v̟̜̘̦͟o̶̙̰̠kè͚̮̺̪̹̱̤ ̖t̝͕̳̣̻̪͞h̼͓̲̦̳̘̲e͇̣̰̦̬͎ ̢̼̻̱̘h͚͎͙̜̣̲ͅi̦̲̣̰̤v̻͍e̺̭̳̪̰-m̢iͅn̖̺̞̲̯̰d̵̼̟͙̩̼̘̳ ̞̥̱̳̭r̛̗̘e͙p͠r̼̞̻̭̗e̺̠̣͟s̘͇̳͍̝͉e͉̥̯̞̲͚̬͜ǹ̬͎͎̟̖͇̤t͍̬̤͓̼̭͘ͅi̪̱n͠g̴͉ ͏͉ͅc̬̟h͡a̫̻̯͘o̫̟̖͍̙̝͉s̗̦̲.̨̹͈̣,　,-1E02,false
104,<img src=x onerror=alert('hi') />, test ,7216530749,0️⃣ 1️⃣ 2️⃣ 3️⃣ 4️⃣ 5️⃣ 6️⃣ 7️⃣ 8️⃣ 9️⃣ 🔟,test⁠test‫,"בְּרֵאשִׁית, בָּרָא אֱלֹהִים, אֵת הַשָּׁמַיִם, וְאֵת הָאָרֶץ",false
105,,../../../../../../../../../../../etc/passwd%00,4995566105,❤️ 💔 💌 💕 💞 💓 💗 💖 💘 💝 💟 💜 💛 💚 💙,¡™£¢∞§¶•ªº–≠, test ,true
106,Œ„´‰ˇÁ¨ˆØ∏”’,"בְּרֵאשִׁית, בָּרָא אֱלֹהִים, אֵת הַשָּׁמַיִם, וְאֵת הָאָרֶץ",8799984028,-1E+02,⁦test⁧,ÅÍÎÏ˝ÓÔÒÚÆ☃,false
107,⁦test⁧,nil,952746821,1/2,⁰⁴⁵,"ثم نفس سقطت وبالتحديد،, جزيرتي باستخدام أن دنو. إذ هنا؟ الستار وتنصيب كان. أهّل ايطاليا، بريطانيا-فرنسا قد أخذ. سليمان، إتفاقية بين ما, يذكر الحدود أي بعد, معاملة بولندا، الإطلاق عل إيو.",true
108,​,-1E+02,14066628,`⁄€‹›ﬁﬂ‡°·‚—±,사회과학원 어학연구소,1;DROP TABLE users,false
109,,ÅÍÎÏ˝ÓÔÒÚÆ☃,2406242998,̦H̬̤̗̤͝e͜ ̜̥̝̻͍̟́w̕h̖̯͓o̝͙̖͎̱̮ ҉̺̙̞̟͈W̷̼̭a̺̪͍į͈͕̭͙̯̜t̶̼̮s̘͙͖̕ ̠̫̠B̻͍͙͉̳ͅe̵h̵̬͇̫͙i̹͓̳̳̮͎̫̕n͟d̴̪̜̖ ̰͉̩͇͙̲͞ͅT͖̼͓̪͢h͏͓̮̻e̬̝̟ͅ ̤̹̝W͙̞̝͔͇͝ͅa͏͓͔̹̼̣l̴͔̰̤̟͔ḽ̫.͕,1/0,"__ﾛ(,_,*)",true
110,１２３,-$1.00,25557619,!@#$%^&*(),1E2,(｡◕ ∀ ◕｡),false
111,1/2,␣,7605167540,"""'""'""''''""",1E2,999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,true
112,"""""",␡,4844357821,1;DROP TABLE users,/dev/null; touch /tmp/blns.fail ; echo,œ∑´®†¥¨ˆøπ“‘,true
113,() { _; } >_[$($())] { touch /tmp/blns.shellshock2.fail; },👩🏽,662501911,-1E02,NULL,‫test‫,true
114,1E02,‪‪test‪,8315208539,',ヽ༼ຈل͜ຈ༽ﾉ ヽ༼ຈل͜ຈ༽ﾉ ,-1E02,false
115,0.00,✋🏿 💪🏿 👐🏿 🙌🏿 👏🏿 🙏🏿,4254581775,",./;'[]\-=",社會科學院語學研究所,和製漢語,true
116,🐵 🙈 🙉 🙊,社會科學院語學研究所,1547044853,00˙Ɩ$-,",./;'[]\-=",🚾 🆒 🆓 🆕 🆖 🆗 🆙 🏧,true
117,␢,和製漢語,3140173547,00˙Ɩ$-,部落格,!@#$%^&*(),false
118,"""",⁰⁴⁵,4140244342,',Ṱ̺̺̕o͞ ̷i̲̬͇̪͙n̝̗͕v̟̜̘̦͟o̶̙̰̠kè͚̮̺̪̹̱̤ ̖t̝͕̳̣̻̪͞h̼͓̲̦̳̘̲e͇̣̰̦̬͎ ̢̼̻̱̘h͚͎͙̜̣̲ͅi̦̲̣̰̤v̻͍e̺̭̳̪̰-m̢iͅn̖̺̞̲̯̰d̵̼̟͙̩̼̘̳ ̞̥̱̳̭r̛̗̘e͙p͠r̼̞̻̭̗e̺̠̣͟s̘͇̳͍̝͉e͉̥̯̞̲͚̬͜ǹ̬͎͎̟̖͇̤t͍̬̤͓̼̭͘ͅi̪̱n͠g̴͉ ͏͉ͅc̬̟h͡a̫̻̯͘o̫̟̖͍̙̝͉s̗̦̲.̨̹͈̣,1E2,true
119,Œ„´‰ˇÁ¨ˆØ∏”’,../../../../../../../../../../../etc/passwd%00,5548326110,😍,../../../../../../../../../../../etc/passwd%00,',false
120,⁰⁴⁵,₀₁₂,4000309673,0️⃣ 1️⃣ 2️⃣ 3️⃣ 4️⃣ 5️⃣ 6️⃣ 7️⃣ 8️⃣ 9️⃣ 🔟,"__ﾛ(,_,*)",₀₁₂,false
121,999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,社會科學院語學研究所,8817930548,１２３,ヽ༼ຈل͜ຈ༽ﾉ ヽ༼ຈل͜ຈ༽ﾉ ,1E2,false
122,¡™£¢∞§¶•ªº–≠,‪‪test‪,9830950781,../../../../../../../../../../../etc/hosts,Ω≈ç√∫˜µ≤≥÷, test ,false
123,../../../../../../../../../../../etc/passwd%00,和製漢語,8027814078,$1.00,åß∂ƒ©˙∆˚¬…æ,̦H̬̤̗̤͝e͜ ̜̥̝̻͍̟́w̕h̖̯͓o̝͙̖͎̱̮ ҉̺̙̞̟͈W̷̼̭a̺̪͍į͈͕̭͙̯̜t̶̼̮s̘͙͖̕ ̠̫̠B̻͍͙͉̳ͅe̵h̵̬͇̫͙i̹͓̳̳̮͎̫̕n͟d̴̪̜̖ ̰͉̩͇͙̲͞ͅT͖̼͓̪͢h͏͓̮̻e̬̝̟ͅ ̤̹̝W͙̞̝͔͇͝ͅa͏͓͔̹̼̣l̴͔̰̤̟͔ḽ̫.͕,false
124,パーティーへ行かないか,１２３,4173802614,"""'""'""''''""","""""",​,true
125,␣,¡™£¢∞§¶•ªº–≠,4765337986,"<>?:""{}|_+",,0/0,false
126,!@#$%^&*(),1E2,5139653857,¡™£¢∞§¶•ªº–≠,`⁄€‹›ﬁﬂ‡°·‚—±,ﾟ･✿ヾ╲(｡◕‿◕｡)╱✿･ﾟ,true
127,⁦test⁧,‪‪test‪,376298511,␣,",。・:*:・゜’( ☻ ω ☻ )。・:*:・゜’",-1,false
128,NULL,🚾 🆒 🆓 🆕 🆖 🆗 🆙 🏧,3053091962,‪‪test‪,"בְּרֵאשִׁית, בָּרָא אֱלֹהִים, אֵת הַשָּׁמַיִם, וְאֵת הָאָרֶץ",パーティーへ行かないか,true
129,パーティーへ行かないか,ÅÍÎÏ˝ÓÔÒÚÆ☃,430932430,👩🏽,1/2,NIL,false
130,パーティーへ行かないか,œ∑´®†¥¨ˆøπ“‘,1339231150,1'; DROP TABLE users--,null,(ﾉಥ益ಥ）ﾉ﻿ ┻━┻,false
131,$1.00,｀ｨ(´∀｀∩,1689782653,‪‪test‪,-1E2, test ,true
132,"'""'",✋🏿 💪🏿 👐🏿 🙌🏿 👏🏿 🙏🏿,9590052331,-1E2,Ṱ̺̺̕o͞ ̷i̲̬͇̪͙n̝̗͕v̟̜̘̦͟o̶̙̰̠kè͚̮̺̪̹̱̤ ̖t̝͕̳̣̻̪͞h̼͓̲̦̳̘̲e͇̣̰̦̬͎ ̢̼̻̱̘h͚͎͙̜̣̲ͅi̦̲̣̰̤v̻͍e̺̭̳̪̰-m̢iͅn̖̺̞̲̯̰d̵̼̟͙̩̼̘̳ ̞̥̱̳̭r̛̗̘e͙p͠r̼̞̻̭̗e̺̠̣͟s̘͇̳͍̝͉e͉̥̯̞̲͚̬͜ǹ̬͎͎̟̖͇̤t͍̬̤͓̼̭͘ͅi̪̱n͠g̴͉ ͏͉ͅc̬̟h͡a̫̻̯͘o̫̟̖͍̙̝͉s̗̦̲.̨̹͈̣,᠎,false
133,`⁄€‹›ﬁﬂ‡°·‚—±,̡͓̞ͅI̗̘̦͝n͇͇͙v̮̫ok̲̫̙͈i̖͙̭̹̠̞n̡̻̮̣̺g̲͈͙̭͙̬͎ ̰t͔̦h̞̲e̢̤ ͍̬̲͖f̴̘͕̣è͖ẹ̥̩l͖͔͚i͓͚̦͠n͖͍̗͓̳̮g͍ ̨o͚̪͡f̘̣̬ ̖̘͖̟͙̮c҉͔̫͖͓͇͖ͅh̵̤̣͚͔á̗̼͕ͅo̼̣̥s̱͈̺̖̦̻͢.̛̖̞̠̫̰,8014131874, test ,œ∑´®†¥¨ˆøπ“‘,-1.00,false
134,１２３,null,2863765476,<img src=x onerror=alert('hi') />,åß∂ƒ©˙∆˚¬…æ,ÅÍÎÏ˝ÓÔÒÚÆ☃,false
135,-1E+02,-1E2,8472839901,() { _; } >_[$($())] { touch /tmp/blns.shellshock2.fail; },',!@#$%^&*(),true
136,1,₀₁₂,8100371239,<script>alert('hi')</script>,0️⃣ 1️⃣ 2️⃣ 3️⃣ 4️⃣ 5️⃣ 6️⃣ 7️⃣ 8️⃣ 9️⃣ 🔟,0/0,false
137,1/2,¸˛Ç◊ı˜Â¯˘¿,6984797969,"""""",ﾟ･✿ヾ╲(｡◕‿◕｡)╱✿･ﾟ,¡™£¢∞§¶•ªº–≠,true
138,"""''''""'""","""",6746729740,',🚾 🆒 🆓 🆕 🆖 🆗 🆙 🏧,1/2,true
139,() { _; } >_[$($())] { touch /tmp/blns.shellshock2.fail; },$1.00,2038633339,-$1.00,⁰⁴⁵₀₁₂,和製漢語,true
140,✋🏿 💪🏿 👐🏿 🙌🏿 👏🏿 🙏🏿,1E+02,6681628158,-1.00,Œ„´‰ˇÁ¨ˆØ∏”’,(╯°□°）╯︵ ┻━┻)  ,true
141,"""",1E+02,8940937212,'',0️⃣ 1️⃣ 2️⃣ 3️⃣ 4️⃣ 5️⃣ 6️⃣ 7️⃣ 8️⃣ 9️⃣ 🔟,😍,false
142,-1/2,パーティーへ行かないか,958035038,/dev/null; touch /tmp/blns.fail ; echo,␣,👾 🙇 💁 🙅 🙆 🙋 🙎 🙍 ,true
143,1/2,"""""",260085453,ﾟ･✿ヾ╲(｡◕‿◕｡)╱✿･ﾟ, ,̦H̬̤̗̤͝e͜ ̜̥̝̻͍̟́w̕h̖̯͓o̝͙̖͎̱̮ ҉̺̙̞̟͈W̷̼̭a̺̪͍į͈͕̭͙̯̜t̶̼̮s̘͙͖̕ ̠̫̠B̻͍͙͉̳ͅe̵h̵̬͇̫͙i̹͓̳̳̮͎̫̕n͟d̴̪̜̖ ̰͉̩͇͙̲͞ͅT͖̼͓̪͢h͏͓̮̻e̬̝̟ͅ ̤̹̝W͙̞̝͔͇͝ͅa͏͓͔̹̼̣l̴͔̰̤̟͔ḽ̫.͕,false
144,NULL,../../../../../../../../../../../etc/passwd%00,8478280314,1,̗̺͖̹̯͓Ṯ̤͍̥͇͈h̲́e͏͓̼̗̙̼̣͔ ͇̜̱̠͓͍ͅN͕͠e̗̱z̘̝̜̺͙p̤̺̹͍̯͚e̠̻̠͜r̨̤͍̺̖͔̖̖d̠̟̭̬̝͟i̦͖̩͓͔̤a̠̗̬͉̙n͚͜ ̻̞̰͚ͅh̵͉i̳̞v̢͇ḙ͎͟-҉̭̩̼͔m̤̭̫i͕͇̝̦n̗͙ḍ̟ ̯̲͕͞ǫ̟̯̰̲͙̻̝f ̪̰̰̗̖̭̘͘c̦͍̲̞͍̩̙ḥ͚a̮͎̟̙͜ơ̩̹͎s̤.̝̝ ҉Z̡̖̜͖̰̣͉̜a͖̰͙̬͡l̲̫̳͍̩g̡̟̼̱͚̞̬ͅo̗͜.̟,(ﾉಥ益ಥ）ﾉ﻿ ┻━┻,false
145,1/2,✋🏿 💪🏿 👐🏿 🙌🏿 👏🏿 🙏🏿,4386248692,␢,1/2,NIL,false
146,‪‪test‪,(ﾉಥ益ಥ）ﾉ﻿ ┻━┻,8632173838,和製漢語,␡,test⁠test‫,false
147,Z̮̞̠͙͔ͅḀ̗̞͈̻̗Ḷ͙͎̯̹̞͓G̻O̭̗̮,../../../../../../../../../../../etc/hosts,9200468727,␢,1E+02,œ∑´®†¥¨ˆøπ“‘,false
148,(｡◕ ∀ ◕｡),",./;'[]\-=",954701491,1/2,𠜎𠜱𠝹𠱓𠱸𠲖𠳏,1'; DROP TABLE users--,true
149,-$1.00,-1E+02,2748529881,🚾 🆒 🆓 🆕 🆖 🆗 🆙 🏧,"""'""'""''''""",部落格,false
150,1'; DROP TABLE users--,!@#$%^&*(),1762428901,1E+02,̦H̬̤̗̤͝e͜ ̜̥̝̻͍̟́w̕h̖̯͓o̝͙̖͎̱̮ ҉̺̙̞̟͈W̷̼̭a̺̪͍į͈͕̭͙̯̜t̶̼̮s̘͙͖̕ ̠̫̠B̻͍͙͉̳ͅe̵h̵̬͇̫͙i̹͓̳̳̮͎̫̕n͟d̴̪̜̖ ̰͉̩͇͙̲͞ͅT͖̼͓̪͢h͏͓̮̻e̬̝̟ͅ ̤̹̝W͙̞̝͔͇͝ͅa͏͓͔̹̼̣l̴͔̰̤̟͔ḽ̫.͕,"""'""'""''''""",false
151,œ∑´®†¥¨ˆøπ“‘,",./;'[]\-=",2312662110,<script>alert('hi')</script>,",./;'[]\-=",-1,false
152,'',˙ɐnbᴉlɐ ɐuƃɐɯ ǝɹolop ʇǝ ǝɹoqɐl ʇn ʇunpᴉpᴉɔuᴉ ɹodɯǝʇ poɯsnᴉǝ op pǝs 'ʇᴉlǝ ƃuᴉɔsᴉdᴉpɐ ɹnʇǝʇɔǝsuoɔ 'ʇǝɯɐ ʇᴉs ɹolop ɯnsdᴉ ɯǝɹo˥,3956044610,Ω≈ç√∫˜µ≤≥÷,"""""",̡͓̞ͅI̗̘̦͝n͇͇͙v̮̫ok̲̫̙͈i̖͙̭̹̠̞n̡̻̮̣̺g̲͈͙̭͙̬͎ ̰t͔̦h̞̲e̢̤ ͍̬̲͖f̴̘͕̣è͖ẹ̥̩l͖͔͚i͓͚̦͠n͖͍̗͓̳̮g͍ ̨o͚̪͡f̘̣̬ ̖̘͖̟͙̮c҉͔̫͖͓͇͖ͅh̵̤̣͚͔á̗̼͕ͅo̼̣̥s̱͈̺̖̦̻͢.̛̖̞̠̫̰,true
153,"__ﾛ(,_,*)",!@#$%^&*(),8225595540,!@#$%^&*(),/dev/null; touch /tmp/blns.fail ; echo,(ﾉಥ益ಥ）ﾉ﻿ ┻━┻,true
154,0/0,-1E2,6063139731,nil,NIL,"__ﾛ(,_,*)",false
155,1,ÅÍÎÏ˝ÓÔÒÚÆ☃,9954103031,"<>?:""{}|_+",｀ｨ(´∀｀∩,1E02,true
156,₀₁₂,‫test‫,8067057998,"בְּרֵאשִׁית, בָּרָא אֱלֹהִים, אֵת הַשָּׁמַיִם, וְאֵת הָאָרֶץ",❤️ 💔 💌 💕 💞 💓 💗 💖 💘 💝 💟 💜 💛 💚 💙,$1.00,false
157,../../../../../../../../../../../etc/hosts,../../../../../../../../../../../etc/hosts,163538619,<svg><script>0<1>alert('XSS')</script>,ヽ༼ຈل͜ຈ༽ﾉ ヽ༼ຈل͜ຈ༽ﾉ ,‪‪test‪,true
